Names,11,33,05,26,58,57,53,14,46,55,35,06,52,15,94,60,82,91,68,37,30,93,70,81,90,32,62,17,01,47,22,34,49,92,76,78,65,86,13,39,83,20,51,42,28,44,12,19,31,16,43,40,54,45,41,18,10,00
AhlgrenScottD_papers,52,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlbinPierre_papers,0,0,0,0,16,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaloghJózsef_papers,7,0,138,0,0,0,0,0,0,0,0,3,7,1,3,11,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BaryshnikovYuliyM_papers,0,0,6,0,9,1,1,1,0,1,0,0,3,0,1,18,0,3,6,4,1,3,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berwick-EvansDaniel_papers,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BocaFlorin-Petre_papers,22,0,0,1,0,0,1,0,16,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BradlowStevenBenjamin_papers,0,0,0,0,2,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BronskiJaredC_papers,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,1,2,1,0,3,0,0,0,2,0,1,0,0,0,0,0,10,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CooneyDanielB_papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeVilleRELee_papers,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeyParthaSarathi_papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiFrancescoPhilippe_papers,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,3,54,0,0,1,0,0,0,37,0,1,0,6,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoddChristopher_papers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DunfieldNathanM_papers,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
