,Unnamed: 0,"Boca, Florin P.","Baryshnikov, Yuliy","Ahlgren, Scott","Albin, Pierre","Balogh, József","Biswas, Indranil","Barthel, Tobias","Bronski, Jared C.","Cooney, Daniel B.","Dey, Partha S.","Nijholt, Eddie","Di Francesco, Philippe","Cautis, Sabin","Dutta, S. P.","Erdoğan, M. Burak","Bellini, Fabio","Loja Fernandes, Rui","Ford, Kevin","Duursma, Iwan","Balaji, Vikraman","Gepner, David","Guzman, R. K.","Hinkkanen, Aimo","Choi, Beomjun","Wang, Minmiao","Feng, Runhuan","Hur, Vera Mikyoung","Ivanov, S. V.","Dunfield, Nathan M.","Kerman, Ely","Clader, Emily","Kirkpatrick, Kay","Lee, Kiryung","Kirr, E.","Katz, Sheldon","Kim, Jaehoon","Fan, Cunwei","Freitas, Pedro","Berwick-Evans, Daniel","Chen, Xuezhi","Ford, K.","Leditzky, Felix","Bauer, Kristine","Lam, Yeuk Hay Joshua","Yu, Haizi","Berg, I. D.","Quan, Zhiyu","Helemskii, A. Ya.","Rapti, Z.","Pascaleff, James","Hanselman, Jonathan","Rasmussen, Sarah Dean","Bergner, Julia E.","Matusevich, Laura Felicia","Matin, Hossein Nick Zinat","Panidapu, Apoorva","Ren, Yan-Xia","Beaudry, Agnès","Jang, Donghoon","Chrontsios Garitsis, Efstathios K.","Tumanov, Alexander","Chi, Yichun","Wu, Xuan","Hodges, Reuven","Lucia, Angelo","Erdoğan, M. B.","Wayne, C. E.","Basak, Debmalya"
30,"Clader, Emily",1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.0033222591362126247,1.0,1.0,1.0,0.04,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5
31,"Kirkpatrick, Kay",1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.0033444816053511705,0.08333333333333333,0.16666666666666666,1.0,1.0,0.5,0.2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.03225806451612903,0.25,0.5
32,"Lee, Kiryung",0.07692307692307693,0.14285714285714285,1.0,0.2,0.25,0.5,1.0,0.3333333333333333,1.0,0.2,0.5,0.5,1.0,1.0,0.1,1.0,1.0,0.14285714285714285,0.5,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,0.5,0.5,0.5,0.125,1.0,0.08333333333333333,0.0005446623093681918,1.0,1.0,1.0,0.5,0.08333333333333333,0.5,0.1111111111111111,0.01818181818181818,0.013888888888888888,1.0,1.0,0.1111111111111111,1.0,1.0,0.005780346820809248,0.5,0.5,0.5,1.0,1.0,1.0,0.16666666666666666,0.5,0.047619047619047616,0.5,1.0,0.07692307692307693,0.14285714285714285,0.5,0.3333333333333333,0.25,0.1,0.2,0.5,0.07142857142857142
33,"Kirr, E.",0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.058823529411764705,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.029411764705882353,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.006134969325153374,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0
34,"Katz, Sheldon",1.0,0.25,0.3333333333333333,0.5,1.0,0.1,0.25,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.2,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,0.25,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0.25,0.04,1.0,1.0,1.0,0.0014814814814814814,1.0,0.125,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.09090909090909091,1.0,0.5,1.0,1.0,1.0,1.0,0.2,0.1111111111111111,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,0.5
35,"Kim, Jaehoon",1.0,0.5,1.0,1.0,0.0035211267605633804,1.0,1.0,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.09090909090909091,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0007513148009015778,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0
36,"Fan, Cunwei",1.0,0.5,1.0,0.14285714285714285,1.0,0.1111111111111111,0.5,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.2,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.125,1.0,0.004784688995215311,0.5,0.125,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.1,1.0,0.3333333333333333,1.0,0.5,0.25,1.0,1.0,1.0,0.5
37,"Freitas, Pedro",0.2,0.07692307692307693,1.0,0.2,0.3333333333333333,1.0,1.0,0.125,0.3333333333333333,1.0,0.125,1.0,1.0,1.0,0.1111111111111111,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.5,0.5,1.0,0.09090909090909091,1.0,0.3333333333333333,0.5,1.0,0.2,0.08333333333333333,0.3333333333333333,1.0,1.0,0.5,0.0012360939431396785,0.25,0.25,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,1.0,0.038461538461538464,1.0,1.0,0.0625,0.2,0.5,0.25,1.0,0.5,0.16666666666666666,0.3333333333333333,0.09090909090909091
38,"Berwick-Evans, Daniel",1.0,0.125,0.5,0.1111111111111111,1.0,0.16666666666666666,0.05,0.25,1.0,1.0,0.014492753623188406,1.0,0.5,1.0,0.5,1.0,0.02564102564102564,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.07692307692307693,0.5,1.0,0.5,1.0,0.25,1.0,0.125,0.25,0.002680965147453083,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.5,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.013513513513513514,0.1111111111111111,0.25,1.0,1.0,0.2,1.0,1.0,1.0,1.0
39,"Chen, Xuezhi",0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,0.125,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,1.0,0.25,1.0,0.005780346820809248,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.07692307692307693,0.16666666666666666,0.125
40,"Ford, K.",1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.02040816326530612,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,1.0,0.5,0.01818181818181818,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.5,0.0018214936247723133,1.0,1.0,1.0,1.0,1.0,1.0,0.012048192771084338,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,0.1,0.25,1.0,1.0,1.0,1.0,0.5,1.0,0.2
41,"Leditzky, Felix",1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013888888888888888,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.002702702702702703,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5
42,"Bauer, Kristine",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.007936507936507936,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.043478260869565216,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
43,"Lam, Yeuk Hay Joshua",1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.006666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.25,0.5,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.16666666666666666
44,"Yu, Haizi",0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,0.5,1.0,1.0,0.038461538461538464,0.125,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.0049261083743842365,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,"Berg, I. D.",1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.02040816326530612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,"Quan, Zhiyu",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,"Helemskii, A. Ya.",0.25,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.25,0.005780346820809248,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,1.0,0.012048192771084338,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0011876484560570072,0.5,1.0,1.0,1.0,0.5,0.2,1.0,0.5,0.16666666666666666,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.25
48,"Rapti, Z.",0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.011494252873563218,1.0,1.0,0.038461538461538464,1.0,1.0,1.0,0.1111111111111111,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.09090909090909091,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.08333333333333333,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.005319148936170213,0.5,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5
49,"Pascaleff, James",0.5,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.2,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,0.2,1.0,0.5,1.0,0.05555555555555555,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.005847953216374269,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.25,0.25,1.0,0.5,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333
50,"Hanselman, Jonathan",1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.25,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.014285714285714285,0.5,0.5,1.0,0.5,1.0,0.09090909090909091,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.002512562814070352,0.018518518518518517,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.25
51,"Rasmussen, Sarah Dean",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018518518518518517,0.012048192771084338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,"Bergner, Julia E.",1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.047619047619047616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.043478260869565216,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.003424657534246575,1.0,1.0,1.0,1.0,0.0196078431372549,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333
53,"Matusevich, Laura Felicia",0.25,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,1.0,0.0032679738562091504,1.0,0.5,0.5,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0625
54,"Matin, Hossein Nick Zinat",1.0,0.09090909090909091,1.0,0.3333333333333333,0.2,1.0,1.0,0.5,1.0,0.3333333333333333,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,0.5,0.5,1.0,0.25,0.16666666666666666,0.3333333333333333,1.0,0.5,1.0,0.08333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,1.0,0.0033333333333333335,1.0,0.05,1.0,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0
55,"Panidapu, Apoorva",0.125,1.0,0.03571428571428571,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.020833333333333332,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.002638522427440633,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.011235955056179775
56,"Ren, Yan-Xia",0.25,0.1,1.0,0.5,0.3333333333333333,1.0,1.0,0.2,0.3333333333333333,0.09090909090909091,0.1,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.25,0.2,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.125,1.0,1.0,0.5,0.5,0.14285714285714285,0.047619047619047616,0.16666666666666666,1.0,1.0,0.3333333333333333,0.038461538461538464,1.0,0.5,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.05,1.0,0.0007680491551459293,1.0,1.0,0.05555555555555555,0.5,0.5,0.2,1.0,0.25,0.5,0.3333333333333333,0.2
57,"Beaudry, Agnès",1.0,0.5,0.25,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.023255813953488372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.2,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.0196078431372549,1.0,1.0,0.5,1.0,0.003246753246753247,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666
58,"Jang, Donghoon",1.0,0.2,0.5,0.1,1.0,0.16666666666666666,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.043478260869565216,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.058823529411764705,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.1,1.0,0.013513513513513514,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.25,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0027247956403269754,0.3333333333333333,0.2,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0
59,"Chrontsios Garitsis, Efstathios K.",0.25,0.07692307692307693,1.0,0.125,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,1.0,0.1,1.0,0.2,0.25,0.5,1.0,1.0,0.5,0.037037037037037035,0.2,0.5,1.0,0.5,1.0,0.3333333333333333,0.25,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.0625,0.1111111111111111,0.25,0.1,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.08333333333333333,0.3333333333333333,1.0,0.05555555555555555,1.0,0.3333333333333333,0.0011862396204033216,0.1111111111111111,1.0,1.0,0.5,0.5,0.3333333333333333,0.2,0.16666666666666666
60,"Tumanov, Alexander",1.0,0.125,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.125,1.0,1.0,0.14285714285714285,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.25,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.1111111111111111,0.0036363636363636364,1.0,1.0,0.5,1.0,0.3333333333333333,0.045454545454545456,1.0
61,"Chi, Yichun",1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.012658227848101266,1.0,0.5,0.5,1.0,1.0,0.5
62,"Wu, Xuan",1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.1,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.007407407407407408,1.0,1.0,1.0,1.0,0.3333333333333333
63,"Hodges, Reuven",1.0,0.09090909090909091,0.5,1.0,0.06666666666666667,0.25,1.0,0.2,1.0,0.3333333333333333,0.25,0.2,0.125,0.25,1.0,1.0,0.5,0.5,0.25,0.16666666666666666,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,0.16666666666666666,1.0,0.25,1.0,0.2,0.2,0.25,1.0,0.2,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,1.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.5,0.5,0.5,1.0,0.0013175230566534915,1.0,1.0,0.5,0.5
64,"Lucia, Angelo",0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.004273504273504274,0.5,0.5,0.3333333333333333
65,"Erdoğan, M. B.",0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.2,1.0,1.0,1.0,0.005128205128205128,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,0.03225806451612903,0.2,0.14285714285714285,1.0,1.0,1.0,0.16666666666666666,1.0,0.07692307692307693,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.002824858757062147,0.023255813953488372,0.25
66,"Wayne, C. E.",0.5,0.025,1.0,0.5,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.01694915254237288,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.037037037037037035,1.0,0.07692307692307693,1.0,0.5,1.0,1.0,0.25,0.5,0.14285714285714285,1.0,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.2,0.045454545454545456,1.0,1.0,0.5,0.5,0.023255813953488372,0.0033444816053511705,0.3333333333333333
67,"Basak, Debmalya",0.005050505050505051,0.16666666666666666,0.0136986301369863,0.25,0.1111111111111111,0.5,1.0,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.14285714285714285,1.0,1.0,0.00510204081632653,0.1111111111111111,0.3333333333333333,0.25,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.1111111111111111,0.5,0.5,0.5,0.07142857142857142,1.0,0.5,1.0,0.5,0.09090909090909091,1.0,0.125,0.2,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.25,1.0,0.3333333333333333,0.0625,1.0,0.011235955056179775,0.2,0.16666666666666666,1.0,0.16666666666666666,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.25,0.3333333333333333,0.0005353319057815846
